timestamp,board_id,temperature,light,fan_speed,humidity,status
2025-07-21T22:45:44.475243,1,19.38,1724,1298,64.57,0
2025-07-21T22:45:44.475385,1,19.38,1724,1298,64.57,0
2025-07-21T22:45:44.961892,1,19.39,1724,1298,64.51,0
2025-07-21T22:45:44.962028,1,19.39,1724,1298,64.51,0
2025-07-21T22:45:45.448586,1,19.39,1724,1298,64.51,0
2025-07-21T22:45:45.448727,1,19.39,1724,1298,64.51,0
2025-07-21T22:45:45.985221,1,19.36,1723,1298,64.52,0
2025-07-21T22:45:45.985360,1,19.36,1723,1298,64.52,0
2025-07-21T22:45:46.471811,1,19.36,1723,1298,64.52,0
2025-07-21T22:45:46.471949,1,19.36,1723,1298,64.52,0
2025-07-21T22:45:46.961866,1,19.38,1723,1298,64.55,0
2025-07-21T22:45:46.962033,1,19.38,1723,1298,64.55,0
2025-07-21T22:45:47.448562,1,19.38,1723,1298,64.55,0
2025-07-21T22:45:47.448719,1,19.38,1723,1298,64.55,0
2025-07-21T22:45:47.985151,1,19.35,1723,1298,64.53,0
2025-07-21T22:45:47.985275,1,19.35,1723,1298,64.53,0
2025-07-21T22:45:48.471961,1,19.35,1723,1298,64.53,0
2025-07-21T22:45:48.472134,1,19.35,1723,1298,64.53,0
2025-07-21T22:45:48.958642,1,19.4,1723,1298,64.49,0
2025-07-21T22:45:48.958792,1,19.4,1723,1298,64.49,0
2025-07-21T22:45:49.495275,1,19.4,1723,1298,64.49,0
2025-07-21T22:45:49.495447,1,19.4,1723,1298,64.49,0
2025-07-21T22:45:49.981896,1,19.37,1724,1298,64.49,0
2025-07-21T22:45:49.982059,1,19.37,1724,1298,64.49,0
2025-07-21T22:45:50.518602,1,19.37,1724,1298,64.49,0
2025-07-21T22:45:50.518766,1,19.37,1724,1298,64.49,0
2025-07-21T22:45:50.958645,1,19.38,1723,1298,64.61,0
2025-07-21T22:45:50.958806,1,19.38,1723,1298,64.61,0
2025-07-21T22:45:51.445267,1,19.38,1723,1298,64.61,0
2025-07-21T22:45:51.445427,1,19.38,1723,1298,64.61,0
2025-07-21T22:45:51.981928,1,19.36,1724,1298,64.49,0
2025-07-21T22:45:51.982093,1,19.36,1724,1298,64.49,0
2025-07-21T22:45:52.468568,1,19.36,1724,1298,64.49,0
2025-07-21T22:45:52.468716,1,19.36,1724,1298,64.49,0
2025-07-21T22:45:53.005180,1,19.39,1723,1298,64.53,0
2025-07-21T22:45:53.005354,1,19.39,1723,1298,64.53,0
2025-07-21T22:45:53.445288,1,19.39,1723,1357,64.53,0
2025-07-21T22:45:53.445459,1,19.39,1723,1357,64.53,0
2025-07-21T22:45:53.981688,1,19.32,1723,1357,64.44,0
2025-07-21T22:45:53.981838,1,19.32,1723,1357,64.44,0
2025-07-21T22:45:54.468507,1,19.32,1723,1298,64.44,0
2025-07-21T22:45:54.468644,1,19.32,1723,1298,64.44,0
2025-07-21T22:45:54.955082,1,19.35,1724,1298,64.4,0
2025-07-21T22:45:54.955214,1,19.35,1724,1298,64.4,0
2025-07-21T22:45:55.441804,1,19.35,1724,1298,64.4,0
2025-07-21T22:45:55.442013,1,19.35,1724,1298,64.4,0
2025-07-21T22:45:55.978503,1,19.38,1724,1298,64.39,0
2025-07-21T22:45:55.978714,1,19.38,1724,1298,64.39,0
2025-07-21T22:45:56.468493,1,19.38,1724,1298,64.39,0
2025-07-21T22:45:56.468664,1,19.38,1724,1298,64.39,0
2025-07-21T22:45:56.955289,1,19.41,1723,1298,64.43,0
2025-07-21T22:45:56.955506,1,19.41,1723,1298,64.43,0
2025-07-21T22:45:57.491774,1,19.41,1723,1298,64.43,0
2025-07-21T22:45:57.491908,1,19.41,1723,1298,64.43,0
2025-07-21T22:45:57.978445,1,19.39,1723,1298,64.41,0
2025-07-21T22:45:57.978610,1,19.39,1723,1298,64.41,0
2025-07-21T22:45:58.465222,1,19.39,1723,1298,64.41,0
2025-07-21T22:45:58.465373,1,19.39,1723,1298,64.41,0
2025-07-21T22:45:58.951720,1,19.35,1723,1298,64.39,0
2025-07-21T22:45:58.951856,1,19.35,1723,1298,64.39,0
2025-07-21T22:45:59.441871,1,19.35,1723,1298,64.39,0
2025-07-21T22:45:59.442029,1,19.35,1723,1298,64.39,0
2025-07-21T22:45:59.978465,1,19.43,1723,1298,64.39,0
2025-07-21T22:45:59.978607,1,19.43,1723,1298,64.39,0
2025-07-21T22:46:00.465194,1,19.43,1723,1298,64.39,0
2025-07-21T22:46:00.465350,1,19.43,1723,1298,64.39,0
2025-07-21T22:46:01.005108,1,19.4,1724,1298,64.4,0
2025-07-21T22:46:01.005244,1,19.4,1724,1298,64.4,0
2025-07-21T22:46:01.438494,1,19.4,1724,1298,64.4,0
2025-07-21T22:46:01.438640,1,19.4,1724,1298,64.4,0
2025-07-21T22:46:01.975170,1,19.41,1723,1298,64.47,0
2025-07-21T22:46:01.975333,1,19.41,1723,1298,64.47,0
2025-07-21T22:46:02.465199,1,19.41,1723,1298,64.47,0
2025-07-21T22:46:02.465362,1,19.41,1723,1298,64.47,0
2025-07-21T22:46:02.955078,1,19.42,1724,1298,64.33,0
2025-07-21T22:46:02.955257,1,19.42,1724,1298,64.33,0
2025-07-21T22:46:03.438381,1,19.42,1724,1298,64.33,0
2025-07-21T22:46:03.438522,1,19.42,1724,1298,64.33,0
2025-07-21T22:46:03.976090,1,19.45,1723,1298,64.4,0
2025-07-21T22:46:03.976188,1,19.45,1723,1298,64.4,0
2025-07-21T22:46:04.465085,1,19.45,1723,1298,64.4,0
2025-07-21T22:46:04.465217,1,19.45,1723,1298,64.4,0
2025-07-21T22:46:05.001692,1,19.43,1723,1298,64.36,0
2025-07-21T22:46:05.001833,1,19.43,1723,1298,64.36,0
2025-07-21T22:46:05.485161,1,19.43,1723,1298,64.36,0
2025-07-21T22:46:05.485281,1,19.43,1723,1298,64.36,0
2025-07-21T22:46:06.021778,1,19.48,1722,1298,64.36,0
2025-07-21T22:46:06.021923,1,19.48,1722,1298,64.36,0
2025-07-21T22:46:06.508586,1,19.48,1722,1298,64.36,0
2025-07-21T22:46:06.508779,1,19.48,1722,1298,64.36,0
2025-07-21T22:46:06.948421,1,19.42,1722,1298,64.27,0
2025-07-21T22:46:06.948572,1,19.42,1722,1298,64.27,0
2025-07-21T22:46:07.485179,1,19.42,1722,1298,64.27,0
2025-07-21T22:46:07.485347,1,19.42,1722,1298,64.27,0
2025-07-21T22:46:07.975094,1,19.38,1722,1298,64.36,0
2025-07-21T22:46:07.975223,1,19.38,1722,1298,64.36,0
2025-07-21T22:46:08.508202,1,19.38,1722,1298,64.36,0
2025-07-21T22:46:08.508332,1,19.38,1722,1298,64.36,0
2025-07-21T22:46:08.948350,1,19.37,1723,1298,64.27,0
2025-07-21T22:46:08.948480,1,19.37,1723,1298,64.27,0
2025-07-21T22:46:09.485208,1,19.37,1723,1298,64.27,0
2025-07-21T22:46:09.485367,1,19.37,1723,1298,64.27,0
2025-07-21T22:46:09.971742,1,19.39,1722,1298,64.28,0
2025-07-21T22:46:09.971899,1,19.39,1722,1298,64.28,0
2025-07-21T22:46:10.458389,1,19.39,1722,1298,64.28,0
2025-07-21T22:46:10.458553,1,19.39,1722,1298,64.28,0
2025-07-21T22:46:10.945071,1,19.4,1722,1298,64.27,0
2025-07-21T22:46:10.945218,1,19.4,1722,1298,64.27,0
2025-07-21T22:46:11.481639,1,19.4,1722,1298,64.27,0
2025-07-21T22:46:11.481779,1,19.4,1722,1298,64.27,0
2025-07-21T22:46:11.971750,1,19.44,1722,1298,64.26,0
2025-07-21T22:46:11.971906,1,19.44,1722,1298,64.26,0
2025-07-21T22:46:12.458534,1,19.44,1722,1298,64.26,0
2025-07-21T22:46:12.458708,1,19.44,1722,1298,64.26,0
2025-07-21T22:46:12.945000,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:12.945130,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:13.481748,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:13.481887,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:13.968426,1,19.42,1722,1298,64.31,0
2025-07-21T22:46:13.968556,1,19.42,1722,1298,64.31,0
2025-07-21T22:46:14.505179,1,19.42,1722,1298,64.31,0
2025-07-21T22:46:14.505317,1,19.42,1722,1298,64.31,0
2025-07-21T22:46:14.995088,1,19.41,1722,1357,64.3,0
2025-07-21T22:46:14.995218,1,19.41,1722,1357,64.3,0
2025-07-21T22:46:15.478442,1,19.41,1722,1357,64.3,0
2025-07-21T22:46:15.478579,1,19.41,1722,1357,64.3,0
2025-07-21T22:46:16.015204,1,19.39,1723,1298,64.31,0
2025-07-21T22:46:16.015355,1,19.39,1723,1298,64.31,0
2025-07-21T22:46:16.455133,1,19.39,1723,1298,64.31,0
2025-07-21T22:46:16.455259,1,19.39,1723,1298,64.31,0
2025-07-21T22:46:16.941783,1,19.46,1724,1298,64.28,0
2025-07-21T22:46:16.941903,1,19.46,1724,1298,64.28,0
2025-07-21T22:46:17.478571,1,19.46,1724,1298,64.28,0
2025-07-21T22:46:17.478743,1,19.46,1724,1298,64.28,0
2025-07-21T22:46:17.965245,1,19.41,1722,1298,64.3,0
2025-07-21T22:46:17.965384,1,19.41,1722,1298,64.3,0
2025-07-21T22:46:18.455103,1,19.41,1722,1298,64.3,0
2025-07-21T22:46:18.455224,1,19.41,1722,1298,64.3,0
2025-07-21T22:46:18.988518,1,19.39,1723,1298,64.27,0
2025-07-21T22:46:18.988685,1,19.39,1723,1298,64.27,0
2025-07-21T22:46:19.481897,1,19.39,1723,1298,64.27,0
2025-07-21T22:46:19.482033,1,19.39,1723,1298,64.27,0
2025-07-21T22:46:19.965307,1,19.34,1722,1298,64.22,0
2025-07-21T22:46:19.965444,1,19.34,1722,1298,64.22,0
2025-07-21T22:46:20.451846,1,19.34,1722,1298,64.22,0
2025-07-21T22:46:20.451987,1,19.34,1722,1298,64.22,0
2025-07-21T22:46:20.941849,1,19.38,1722,1298,64.24,0
2025-07-21T22:46:20.941982,1,19.38,1722,1298,64.24,0
2025-07-21T22:46:21.478388,1,19.38,1722,1298,64.24,0
2025-07-21T22:46:21.525015,1,19.38,1722,1298,64.24,0
2025-07-21T22:46:21.965205,1,19.51,1722,1298,64.29,0
2025-07-21T22:46:21.965358,1,19.51,1722,1298,64.29,0
2025-07-21T22:46:22.501982,1,19.51,1722,1298,64.29,0
2025-07-21T22:46:22.502112,1,19.51,1722,1298,64.29,0
2025-07-21T22:46:22.988389,1,19.46,1722,1298,64.3,0
2025-07-21T22:46:22.988512,1,19.46,1722,1298,64.3,0
2025-07-21T22:46:23.525127,1,19.46,1722,1298,64.3,0
2025-07-21T22:46:23.525258,1,19.46,1722,1298,64.3,0
2025-07-21T22:46:23.961896,1,19.46,1722,1298,64.3,0
2025-07-21T22:46:23.962029,1,19.39,1722,1298,64.2,0
2025-07-21T22:46:24.451907,1,19.39,1722,1298,64.2,0
2025-07-21T22:46:24.452041,1,19.39,1722,1298,64.2,0
2025-07-21T22:46:24.985074,1,19.39,1722,1298,64.2,0
2025-07-21T22:46:24.985203,1,19.39,1722,1298,64.2,0
2025-07-21T22:46:25.475173,1,19.49,1723,1298,64.32,0
2025-07-21T22:46:25.475305,1,19.49,1723,1298,64.32,0
2025-07-21T22:46:25.961737,1,19.49,1723,1298,64.32,0
2025-07-21T22:46:25.961871,1,19.49,1723,1298,64.32,0
2025-07-21T22:46:26.501672,1,19.51,1722,1298,64.23,0
2025-07-21T22:46:26.501747,1,19.51,1722,1298,64.23,0
2025-07-21T22:46:26.984984,1,19.51,1722,1298,64.23,0
2025-07-21T22:46:26.985109,1,19.51,1722,1298,64.23,0
2025-07-21T22:46:27.521619,1,19.44,1723,1298,64.21,0
2025-07-21T22:46:27.521738,1,19.44,1723,1298,64.21,0
2025-07-21T22:46:27.961694,1,19.44,1723,1298,64.21,0
2025-07-21T22:46:27.961817,1,19.44,1723,1298,64.21,0
2025-07-21T22:46:28.452329,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:28.452483,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:29.031552,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:29.031638,1,19.41,1723,1298,64.29,0
2025-07-21T22:46:29.471847,1,19.44,1722,1298,64.25,0
2025-07-21T22:46:29.472001,1,19.44,1722,1298,64.25,0
2025-07-21T22:46:29.961874,1,19.44,1722,1298,64.25,0
2025-07-21T22:46:29.962023,1,19.44,1722,1298,64.25,0
2025-07-21T22:46:30.498617,1,19.42,1722,1298,64.19,0
2025-07-21T22:46:30.498740,1,19.42,1722,1298,64.19,0
2025-07-21T22:46:30.981731,1,19.42,1722,1298,64.19,0
2025-07-21T22:46:30.981888,1,19.42,1722,1298,64.19,0
2025-07-21T22:46:31.518389,1,19.47,1723,1298,64.22,0
2025-07-21T22:46:31.518519,1,19.47,1723,1298,64.22,0
2025-07-21T22:46:31.958275,1,19.47,1723,1357,64.22,0
2025-07-21T22:46:31.958355,1,19.47,1723,1357,64.22,0
2025-07-21T22:46:32.448367,1,19.43,1722,1357,64.17,0
2025-07-21T22:46:32.448498,1,19.43,1722,1357,64.17,0
2025-07-21T22:46:33.035007,1,19.43,1722,1298,64.17,0
2025-07-21T22:46:33.035123,1,19.43,1722,1298,64.17,0
2025-07-21T22:46:33.468243,1,19.44,1722,1298,64.16,0
2025-07-21T22:46:33.468358,1,19.44,1722,1298,64.16,0
2025-07-21T22:46:33.958307,1,19.44,1722,1298,64.16,0
2025-07-21T22:46:33.958447,1,19.44,1722,1298,64.16,0
2025-07-21T22:46:34.591680,1,19.46,1721,1298,64.18,0
2025-07-21T22:46:34.591796,1,19.46,1721,1298,64.18,0
2025-07-21T22:46:34.981677,1,19.46,1721,1298,64.18,0
2025-07-21T22:46:34.981800,1,19.46,1721,1298,64.18,0
2025-07-21T22:46:35.515184,1,19.5,1722,1298,64.28,0
2025-07-21T22:46:35.515316,1,19.5,1722,1298,64.28,0
2025-07-21T22:46:35.958325,1,19.5,1722,1298,64.28,0
2025-07-21T22:46:35.958436,1,19.5,1722,1298,64.28,0
2025-07-21T22:46:36.441611,1,19.49,1723,1298,64.3,0
2025-07-21T22:46:36.441688,1,19.49,1723,1298,64.3,0
2025-07-21T22:46:36.978451,1,19.49,1723,1298,64.3,0
2025-07-21T22:46:36.978640,1,19.49,1723,1298,64.3,0
2025-07-21T22:46:37.468553,1,19.45,1722,1298,64.27,0
2025-07-21T22:46:37.468716,1,19.45,1722,1298,64.27,0
2025-07-21T22:46:37.955228,1,19.45,1722,1298,64.27,0
2025-07-21T22:46:37.955366,1,19.45,1722,1298,64.27,0
2025-07-21T22:46:38.441693,1,19.38,1721,1298,64.19,0
2025-07-21T22:46:38.441815,1,19.38,1721,1298,64.19,0
2025-07-21T22:46:38.978393,1,19.38,1721,1298,64.19,0
2025-07-21T22:46:38.978552,1,19.38,1721,1298,64.19,0
2025-07-21T22:46:39.468344,1,19.5,1721,1298,64.21,0
2025-07-21T22:46:39.468472,1,19.5,1721,1298,64.21,0
2025-07-21T22:46:39.951877,1,19.5,1721,1298,64.21,0
2025-07-21T22:46:39.952015,1,19.5,1721,1298,64.21,0
2025-07-21T22:46:40.538548,1,19.48,1721,1298,64.2,0
2025-07-21T22:46:40.538681,1,19.48,1721,1298,64.2,0
2025-07-21T22:46:40.978454,1,19.48,1721,1298,64.2,0
2025-07-21T22:46:40.978586,1,19.48,1721,1298,64.2,0
2025-07-21T22:46:41.565065,1,19.44,1722,1298,64.15,0
2025-07-21T22:46:41.565187,1,19.44,1722,1298,64.15,0
2025-07-21T22:46:41.951794,1,19.44,1722,1298,64.15,0
2025-07-21T22:46:41.951934,1,19.44,1722,1298,64.15,0
2025-07-21T22:46:42.441647,1,19.51,1722,1298,64.18,0
2025-07-21T22:46:42.441767,1,19.51,1722,1298,64.18,0
2025-07-21T22:46:42.975086,1,19.51,1722,1298,64.18,0
2025-07-21T22:46:42.975206,1,19.51,1722,1298,64.18,0
2025-07-21T22:46:43.461712,1,19.43,1721,1298,64.18,0
2025-07-21T22:46:43.461839,1,19.43,1721,1298,64.18,0
2025-07-21T22:46:43.955176,1,19.43,1721,1298,64.18,0
2025-07-21T22:46:43.955307,1,19.43,1721,1298,64.18,0
2025-07-21T22:46:44.488446,1,19.46,1721,1298,64.17,0
2025-07-21T22:46:44.488577,1,19.46,1721,1298,64.17,0
2025-07-21T22:46:44.975126,1,19.46,1721,1298,64.17,0
2025-07-21T22:46:44.975239,1,19.46,1721,1298,64.17,0
2025-07-21T22:46:45.514995,1,19.49,1722,1357,64.09,0
2025-07-21T22:46:45.515149,1,19.49,1722,1357,64.09,0
2025-07-21T22:46:45.948478,1,19.49,1722,1357,64.09,0
2025-07-21T22:46:45.948573,1,19.49,1722,1357,64.09,0
2025-07-21T22:46:46.534764,1,19.51,1721,1298,64.19,0
2025-07-21T22:46:46.534841,1,19.51,1721,1298,64.19,0
2025-07-21T22:46:46.974971,1,19.51,1721,1298,64.19,0
2025-07-21T22:46:46.975106,1,19.51,1721,1298,64.19,0
2025-07-21T22:46:47.461752,1,19.45,1722,1298,64.14,0
2025-07-21T22:46:47.461890,1,19.45,1722,1298,64.14,0
2025-07-21T22:46:47.951800,1,19.45,1722,1298,64.14,0
2025-07-21T22:46:47.951931,1,19.45,1722,1298,64.14,0
2025-07-21T22:46:48.485114,1,19.47,1721,1298,64.21,0
2025-07-21T22:46:48.485270,1,19.47,1721,1298,64.21,0
2025-07-21T22:46:48.971680,1,19.47,1721,1298,64.21,0
2025-07-21T22:46:48.971770,1,19.47,1721,1298,64.21,0
2025-07-21T22:46:49.508489,1,19.46,1722,1298,64.14,0
2025-07-21T22:46:49.508661,1,19.46,1722,1298,64.14,0
2025-07-21T22:46:49.948301,1,19.46,1722,1298,64.14,0
2025-07-21T22:46:49.948399,1,19.46,1722,1298,64.14,0
2025-07-21T22:46:50.481726,1,19.49,1721,1298,64.13,0
2025-07-21T22:46:50.481863,1,19.49,1721,1298,64.13,0
2025-07-21T22:46:50.971875,1,19.49,1721,1298,64.13,0
2025-07-21T22:46:50.972024,1,19.49,1721,1298,64.13,0
2025-07-21T22:46:51.458443,1,19.51,1722,1298,64.11,0
2025-07-21T22:46:51.458634,1,19.51,1722,1298,64.11,0
2025-07-21T22:46:51.944972,1,19.51,1722,1298,64.11,0
2025-07-21T22:46:51.945120,1,19.51,1722,1298,64.11,0
2025-07-21T22:46:52.481808,1,19.49,1722,1298,64.15,0
2025-07-21T22:46:52.481941,1,19.49,1722,1298,64.15,0
2025-07-21T22:46:52.968361,1,19.49,1722,1298,64.15,0
2025-07-21T22:46:52.968514,1,19.49,1722,1298,64.15,0
2025-07-21T22:46:53.504896,1,19.47,1721,1298,64.11,0
2025-07-21T22:46:53.505023,1,19.47,1721,1298,64.11,0
2025-07-21T22:46:53.945088,1,19.47,1721,1298,64.11,0
2025-07-21T22:46:53.945223,1,19.47,1721,1298,64.11,0
2025-07-21T22:46:54.528198,1,19.51,1721,1298,64.03,0
2025-07-21T22:46:54.528359,1,19.51,1721,1298,64.03,0
2025-07-21T22:46:54.968203,1,19.51,1721,1298,64.03,0
2025-07-21T22:46:54.968333,1,19.51,1721,1298,64.03,0
2025-07-21T22:46:55.455107,1,19.54,1721,1298,64.1,0
2025-07-21T22:46:55.455250,1,19.54,1721,1298,64.1,0
2025-07-21T22:46:55.941719,1,19.54,1721,1298,64.1,0
2025-07-21T22:46:55.941842,1,19.54,1721,1298,64.1,0
2025-07-21T22:46:56.478523,1,19.47,1721,1298,64.1,0
2025-07-21T22:46:56.478692,1,19.47,1721,1298,64.1,0
2025-07-21T22:46:56.968489,1,19.47,1721,1298,64.1,0
2025-07-21T22:46:56.968624,1,19.47,1721,1298,64.1,0
2025-07-21T22:46:57.501867,1,19.45,1721,1357,64.04,0
2025-07-21T22:46:57.502003,1,19.45,1721,1357,64.04,0
2025-07-21T22:46:57.941724,1,19.45,1721,1357,64.04,0
2025-07-21T22:46:57.941863,1,19.45,1721,1357,64.04,0
2025-07-21T22:46:58.528341,1,19.51,1721,1298,64.08,0
2025-07-21T22:46:58.575059,1,19.51,1721,1298,64.08,0
2025-07-21T22:46:58.968568,1,19.51,1721,1298,64.08,0
2025-07-21T22:46:58.968710,1,19.51,1721,1298,64.08,0
2025-07-21T22:46:59.451850,1,19.49,1720,1298,64.08,0
2025-07-21T22:46:59.451990,1,19.49,1720,1298,64.08,0
2025-07-21T22:46:59.941757,1,19.49,1720,1298,64.08,0
2025-07-21T22:46:59.941907,1,19.49,1720,1298,64.08,0
2025-07-21T22:47:00.478425,1,19.54,1721,1298,64.04,0
2025-07-21T22:47:00.478582,1,19.54,1721,1298,64.04,0
2025-07-21T22:47:00.968407,1,19.54,1721,1298,64.04,0
2025-07-21T22:47:00.968558,1,19.54,1721,1298,64.04,0
2025-07-21T22:47:01.501818,1,19.53,1721,1298,64.03,0
2025-07-21T22:47:01.501985,1,19.53,1721,1298,64.03,0
2025-07-21T22:47:01.988390,1,19.53,1721,1298,64.03,0
2025-07-21T22:47:01.988551,1,19.53,1721,1298,64.03,0
2025-07-21T22:47:02.525146,1,19.42,1721,1298,64.01,0
2025-07-21T22:47:02.525276,1,19.42,1721,1298,64.01,0
2025-07-21T22:47:02.961702,1,19.42,1721,1298,64.01,0
2025-07-21T22:47:02.961831,1,19.42,1721,1298,64.01,0
2025-07-21T22:47:03.451910,1,19.58,1720,2124,64.1,0
2025-07-21T22:47:03.452045,1,19.58,1720,2124,64.1,0
2025-07-21T22:47:03.938490,1,19.58,1720,2124,64.1,0
2025-07-21T22:47:03.938627,1,19.58,1720,2124,64.1,0
2025-07-21T22:47:04.475182,1,19.54,1719,2360,64.07,0
2025-07-21T22:47:04.475313,1,19.54,1719,2360,64.07,0
2025-07-21T22:47:05.011645,1,19.54,1719,2360,64.07,0
2025-07-21T22:47:05.011783,1,19.54,1719,2360,64.07,0
2025-07-21T22:47:05.498309,1,19.51,1720,2419,64.07,0
2025-07-21T22:47:05.498445,1,19.51,1720,2419,64.07,0
2025-07-21T22:47:05.938420,1,19.51,1720,2419,64.07,0
2025-07-21T22:47:05.984936,1,19.51,1720,2419,64.07,0
2025-07-21T22:47:06.521848,1,19.49,1721,2419,64.05,0
2025-07-21T22:47:06.522004,1,19.49,1721,2419,64.05,0
2025-07-21T22:47:06.961433,1,19.49,1721,2419,64.05,0
2025-07-21T22:47:07.108356,1,19.49,1721,2419,64.05,0
2025-07-21T22:47:07.448374,1,19.52,1722,2419,64.01,0
2025-07-21T22:47:07.448523,1,19.52,1722,2419,64.01,0
2025-07-21T22:47:07.984966,1,19.52,1722,2419,64.01,0
2025-07-21T22:47:08.034903,1,19.52,1722,2419,64.01,0
2025-07-21T22:47:08.471709,1,19.51,1721,2419,63.97,0
2025-07-21T22:47:08.471839,1,19.51,1721,2419,63.97,0
2025-07-21T22:47:08.958611,1,19.51,1721,2419,63.97,0
2025-07-21T22:47:08.958779,1,19.51,1721,2419,63.97,0
2025-07-21T22:47:09.495064,1,19.52,1721,2419,64.02,0
2025-07-21T22:47:09.495215,1,19.52,1721,2419,64.02,0
2025-07-21T22:47:09.985217,1,19.52,1721,2419,64.02,0
2025-07-21T22:47:09.985363,1,19.52,1721,2419,64.02,0
2025-07-21T22:47:10.518397,1,19.52,1722,2419,64.06,0
2025-07-21T22:47:10.518555,1,19.52,1722,2419,64.06,0
2025-07-21T22:47:11.008676,1,19.52,1722,2419,64.06,0
2025-07-21T22:47:11.008868,1,19.52,1722,2419,64.06,0
2025-07-21T22:47:11.445205,1,19.5,1721,2419,63.97,0
2025-07-21T22:47:11.445338,1,19.5,1721,2419,63.97,0
2025-07-21T22:47:12.031860,1,19.5,1721,2419,63.97,0
2025-07-21T22:47:12.031998,1,19.5,1721,2419,63.97,0
2025-07-21T22:47:12.468442,1,19.49,1722,2419,64.01,0
2025-07-21T22:47:12.468578,1,19.49,1722,2419,64.01,0
2025-07-21T22:47:12.958354,1,19.49,1722,2419,64.01,0
2025-07-21T22:47:12.958499,1,19.49,1722,2419,64.01,0
2025-07-21T22:47:13.495277,1,19.44,1724,2419,64.04,0
2025-07-21T22:47:13.495415,1,19.44,1724,2419,64.04,0
2025-07-21T22:47:13.981899,1,19.44,1724,2419,64.04,0
2025-07-21T22:47:13.982049,1,19.44,1724,2419,64.04,0
2025-07-21T22:47:14.518255,1,19.53,1722,2419,64.0,0
2025-07-21T22:47:14.518372,1,19.53,1722,2419,64.0,0
2025-07-21T22:47:15.004903,1,19.53,1722,2419,64.0,0
2025-07-21T22:47:15.005055,1,19.53,1722,2419,64.0,0
2025-07-21T22:47:15.445021,1,19.42,1722,2419,63.98,0
2025-07-21T22:47:15.445174,1,19.42,1722,2419,63.98,0
2025-07-21T22:47:16.028493,1,19.42,1722,2419,63.98,0
2025-07-21T22:47:16.028668,1,19.42,1722,2419,63.98,0
2025-07-21T22:47:16.468474,1,19.51,1723,2419,63.95,0
2025-07-21T22:47:16.468605,1,19.51,1723,2419,63.95,0
2025-07-21T22:47:16.955092,1,19.51,1723,2419,63.95,0
2025-07-21T22:47:16.955174,1,19.51,1723,2419,63.95,0
2025-07-21T22:47:17.441528,1,19.52,1724,2419,63.97,0
2025-07-21T22:47:17.441649,1,19.52,1724,2419,63.97,0
